questions,answer,grouped_answers
"CAL, CURB, GAL, GUTTER, INTEND, GIRLS, GRATE, MEAN, IN, RULE, PLAN, AIM, FLEECE, MANHOLE, PARACHUTE, OZ","[['CURB', 'GRATE', 'GUTTER', 'MANHOLE'], ['AIM', 'INTEND', 'MEAN', 'PLAN'], ['CAL', 'GAL', 'IN', 'OZ'], ['FLEECE', 'GIRLS', 'PARACHUTE', 'RULE']]","SIDEWALK SIGHTS - ['CURB', 'GRATE', 'GUTTER', 'MANHOLE']
HAVE IN MIND - ['AIM', 'INTEND', 'MEAN', 'PLAN']
UNIT ABBREVIATIONS - ['CAL', 'GAL', 'IN', 'OZ']
GOLDEN ___ - ['FLEECE', 'GIRLS', 'PARACHUTE', 'RULE']"
"ADHERE, CLARITY, COPY, COLOR, PASTE, LIST, CARAT, STICK, OK, WRITING, TEXT, PLUS, ROD, GLUE, WORDS, CUT","[['ADHERE', 'GLUE', 'PASTE', 'STICK'], ['COPY', 'TEXT', 'WORDS', 'WRITING'], ['CARAT', 'CLARITY', 'COLOR', 'CUT'], ['LIST', 'OK', 'PLUS', 'ROD']]","ATTACH WITH ADHESIVE - ['ADHERE', 'GLUE', 'PASTE', 'STICK']
PUBLISHED LINES - ['COPY', 'TEXT', 'WORDS', 'WRITING']
DIAMOND QUALITIES - ['CARAT', 'CLARITY', 'COLOR', 'CUT']
A-___ - ['LIST', 'OK', 'PLUS', 'ROD']"
"BOWLINE, HAMMER, BUNK, POLE, SHEEPSHANK, HORNS, HOGWASH, TAIL, CROCK, BEND, BATON, HURDLE, HITCH, GOATEE, HORSEFEATHERS, PITCHFORK","[['BUNK', 'CROCK', 'HOGWASH', 'HORSEFEATHERS'], ['BATON', 'HAMMER', 'HURDLE', 'POLE'], ['GOATEE', 'HORNS', 'PITCHFORK', 'TAIL'], ['BEND', 'BOWLINE', 'HITCH', 'SHEEPSHANK']]","BALDERDASH - ['BUNK', 'CROCK', 'HOGWASH', 'HORSEFEATHERS']
TRACK AND FIELD EQUIPMENT - ['BATON', 'HAMMER', 'HURDLE', 'POLE']
PARTS OF A DEVIL COSTUME - ['GOATEE', 'HORNS', 'PITCHFORK', 'TAIL']
TYPES OF KNOTS - ['BEND', 'BOWLINE', 'HITCH', 'SHEEPSHANK']"
"EXAMPLE, TRACK, DRUM, MODEL, MARK, SCIMITAR, SIMMER, STATION, WIG, CYMBAL, SYMBOL, SYMPHONY, WAX, CONDUCTOR, CAR, IDEAL","[['EXAMPLE', 'IDEAL', 'MODEL', 'SYMBOL'], ['CAR', 'CONDUCTOR', 'STATION', 'TRACK'], ['CYMBAL', 'SCIMITAR', 'SIMMER', 'SYMPHONY'], ['DRUM', 'MARK', 'WAX', 'WIG']]","EMBODIMENT - ['EXAMPLE', 'IDEAL', 'MODEL', 'SYMBOL']
RELATED TO TRAINS - ['CAR', 'CONDUCTOR', 'STATION', 'TRACK']
STARTING WITH THE SAME SOUND - ['CYMBAL', 'SCIMITAR', 'SIMMER', 'SYMPHONY']
EAR___ - ['DRUM', 'MARK', 'WAX', 'WIG']"
"DANK, BUD, DARK, POT, FUND, SCRUFF, CHUM, POOL, KITTY, PAL, MATE, FUZZ, SHADOW, COLD, WHISKERS, MUSTY","[['BUD', 'CHUM', 'MATE', 'PAL'], ['COLD', 'DANK', 'DARK', 'MUSTY'], ['FUZZ', 'SCRUFF', 'SHADOW', 'WHISKERS'], ['FUND', 'KITTY', 'POOL', 'POT']]","SLANG FOR FRIEND - ['BUD', 'CHUM', 'MATE', 'PAL']
ADJECTIVES FOR A BASEMENT - ['COLD', 'DANK', 'DARK', 'MUSTY']
STUBBLE - ['FUZZ', 'SCRUFF', 'SHADOW', 'WHISKERS']
COLLECTION OF MONEY - ['FUND', 'KITTY', 'POOL', 'POT']"
"PHILIPPINE, RED, PHILADELPHIA, LAND, TOSS, BIG, SPLASH, EJECT, SULLY, BOUNCE, BOOT, EARTH, GROUND, SOIL, BLACK, BALTIC","[['BOOT', 'BOUNCE', 'EJECT', 'TOSS'], ['EARTH', 'GROUND', 'LAND', 'SOIL'], ['BALTIC', 'BLACK', 'PHILIPPINE', 'RED'], ['BIG', 'PHILADELPHIA', 'SPLASH', 'SULLY']]","THROW OUT - ['BOOT', 'BOUNCE', 'EJECT', 'TOSS']
TERRA FIRMA - ['EARTH', 'GROUND', 'LAND', 'SOIL']
SEAS - ['BALTIC', 'BLACK', 'PHILIPPINE', 'RED']
TOM HANKS MOVIES - ['BIG', 'PHILADELPHIA', 'SPLASH', 'SULLY']"
"FOOT, SALSA, PENCIL, MICRO, FAITH, WRAP, POODLE, LIME, PICO, KILO, CILANTRO, MEGA, CAPITOL, MOLE, ONION, MINI","[['CILANTRO', 'LIME', 'ONION', 'SALSA'], ['KILO', 'MEGA', 'MICRO', 'PICO'], ['MINI', 'PENCIL', 'POODLE', 'WRAP'], ['CAPITOL', 'FAITH', 'FOOT', 'MOLE']]","TACO TOPPINGS - ['CILANTRO', 'LIME', 'ONION', 'SALSA']
METRIC PREFIXES - ['KILO', 'MEGA', 'MICRO', 'PICO']
KINDS OF SKIRTS - ['MINI', 'PENCIL', 'POODLE', 'WRAP']
WORDS WITH “HILL” - ['CAPITOL', 'FAITH', 'FOOT', 'MOLE']"
"BODY, MICROSCOPE, SIGN, SHEET, CELL, GOGGLES, LOVE, HUB, SORT, FORMULA, NUCLEUS, CENTER, HEART, ROMANCE, DROPPER, BEAKER","[['BEAKER', 'DROPPER', 'GOGGLES', 'MICROSCOPE'], ['CENTER', 'HEART', 'HUB', 'NUCLEUS'], ['CELL', 'FORMULA', 'SHEET', 'SORT'], ['BODY', 'LOVE', 'ROMANCE', 'SIGN']]","LAB EQUIPMENT - ['BEAKER', 'DROPPER', 'GOGGLES', 'MICROSCOPE']
NEXUS - ['CENTER', 'HEART', 'HUB', 'NUCLEUS']
SPREADSHEET TERMS - ['CELL', 'FORMULA', 'SHEET', 'SORT']
___ LANGUAGE - ['BODY', 'LOVE', 'ROMANCE', 'SIGN']"
"SOUR, TASTE, TOUCH, AFFECT, SEN, STYLE, GRACE, SINE, SIGHT, SUN, IMPACT, MOVE, ELEGANCE, BAKE, BASK, TAN","[['ELEGANCE', 'GRACE', 'STYLE', 'TASTE'], ['BAKE', 'BASK', 'SUN', 'TAN'], ['AFFECT', 'IMPACT', 'MOVE', 'TOUCH'], ['SEN', 'SIGHT', 'SINE', 'SOUR']]","REFINED SENSIBILITY - ['ELEGANCE', 'GRACE', 'STYLE', 'TASTE']
CATCH SOME RAYS - ['BAKE', 'BASK', 'SUN', 'TAN']
EMOTIONALLY SWAY  - ['AFFECT', 'IMPACT', 'MOVE', 'TOUCH']
NUMBERS WITH FIRST LETTERS REPLACED BY “S” - ['SEN', 'SIGHT', 'SINE', 'SOUR']"
"SURGE, BELIEVE, ABSTRACT, CURT, KNEEL, ACCEPT, SHORT, OUTAGE, SPIKE, BRIEF, SWALLOW, WANE, HAIRY, OUTLINE, DIGEST, BUY","[['ACCEPT', 'BELIEVE', 'BUY', 'SWALLOW'], ['OUTAGE', 'SHORT', 'SPIKE', 'SURGE'], ['ABSTRACT', 'BRIEF', 'DIGEST', 'OUTLINE'], ['CURT', 'HAIRY', 'KNEEL', 'WANE']]","TRUST AS REAL - ['ACCEPT', 'BELIEVE', 'BUY', 'SWALLOW']
POWER ISSUES - ['OUTAGE', 'SHORT', 'SPIKE', 'SURGE']
SUMMARY - ['ABSTRACT', 'BRIEF', 'DIGEST', 'OUTLINE']
NAME HOMOPHONES - ['CURT', 'HAIRY', 'KNEEL', 'WANE']"
"SNOW, STATIC, RAM, NOISE, KNOCK, FUZZ, EXTREME, INTENSE, FIERCE, VIRGIN, PROUD, BUTT, HAIL, BLOODY, DEEP, BUMP","[['DEEP', 'EXTREME', 'FIERCE', 'INTENSE'], ['BUMP', 'BUTT', 'KNOCK', 'RAM'], ['FUZZ', 'NOISE', 'SNOW', 'STATIC'], ['BLOODY', 'HAIL', 'PROUD', 'VIRGIN']]","PASSIONATE, AS A FEELING - ['DEEP', 'EXTREME', 'FIERCE', 'INTENSE']
BANG INTO - ['BUMP', 'BUTT', 'KNOCK', 'RAM']
ANALOG TV INTERFERENCE - ['FUZZ', 'NOISE', 'SNOW', 'STATIC']
___ MARY - ['BLOODY', 'HAIL', 'PROUD', 'VIRGIN']"
"DIP, HONEY, CRUNCH, BUSY, BOUNTY, CARTER, SALOON, DUEL, GORE, TUTU, COWBOY, BRIDGE, KING, QUEEN, SPELLING, SQUAT","[['BRIDGE', 'CRUNCH', 'DIP', 'SQUAT'], ['BOUNTY', 'COWBOY', 'DUEL', 'SALOON'], ['CARTER', 'GORE', 'KING', 'TUTU'], ['BUSY', 'HONEY', 'QUEEN', 'SPELLING']]","EXERCISES - ['BRIDGE', 'CRUNCH', 'DIP', 'SQUAT']
FEATURED IN WESTERNS - ['BOUNTY', 'COWBOY', 'DUEL', 'SALOON']
LEADERS WHO RECEIVED THE NOBEL PEACE PRIZE - ['CARTER', 'GORE', 'KING', 'TUTU']
___ BEE - ['BUSY', 'HONEY', 'QUEEN', 'SPELLING']"
"INVOICE, ANCESTRY, BILL, RECEIPT, QUESTION, STATEMENT, CATTLE, MERCHANDISE, EXAMINE, PROBE, BARBECUE, BROTH, MARINARA, GRILL, RANCH, AIOLI","[['AIOLI', 'BARBECUE', 'MARINARA', 'RANCH'], ['EXAMINE', 'GRILL', 'PROBE', 'QUESTION'], ['BILL', 'INVOICE', 'RECEIPT', 'STATEMENT'], ['ANCESTRY', 'BROTH', 'CATTLE', 'MERCHANDISE']]","DIPPING SAUCES - ['AIOLI', 'BARBECUE', 'MARINARA', 'RANCH']
INTERROGATE - ['EXAMINE', 'GRILL', 'PROBE', 'QUESTION']
TRANSACTION RECORD - ['BILL', 'INVOICE', 'RECEIPT', 'STATEMENT']
WHAT “STOCK” MIGHT MEAN - ['ANCESTRY', 'BROTH', 'CATTLE', 'MERCHANDISE']"
"WINDOW, DOOR, LINE, SOLID, BUTTON, POCKET, SUPREME, RIVET, ANIMAL, PLANE, FLY, FILE, VIEW, POINT, KINK, HISTORY","[['BUTTON', 'FLY', 'POCKET', 'RIVET'], ['LINE', 'PLANE', 'POINT', 'SOLID'], ['FILE', 'HISTORY', 'VIEW', 'WINDOW'], ['ANIMAL', 'DOOR', 'KINK', 'SUPREME']]","FEATURES ON A PAIR OF JEANS - ['BUTTON', 'FLY', 'POCKET', 'RIVET']
OBJECTS IN 0-, 1-, 2- AND 3-DIMENSIONAL SPACE - ['LINE', 'PLANE', 'POINT', 'SOLID']
WEB BROWSER MENUS - ['FILE', 'HISTORY', 'VIEW', 'WINDOW']
MEMBER OF A ’60S BAND - ['ANIMAL', 'DOOR', 'KINK', 'SUPREME']"
"TIRE, WRENCH, HER, RAPTURE, CHOCK, ROCKETRY, SIGNS, CRACKERJACK, SOULMATE, JACK, POPCORN, GLADIATOR, JOKER, ACE, EXPERT, HOTSHOT","[['ACE', 'CRACKERJACK', 'EXPERT', 'HOTSHOT'], ['CHOCK', 'JACK', 'TIRE', 'WRENCH'], ['GLADIATOR', 'HER', 'JOKER', 'SIGNS'], ['POPCORN', 'RAPTURE', 'ROCKETRY', 'SOULMATE']]","HIGHLY SKILLED - ['ACE', 'CRACKERJACK', 'EXPERT', 'HOTSHOT']
USED TO FIX A FLAT - ['CHOCK', 'JACK', 'TIRE', 'WRENCH']
JOAQUIN PHOENIX MOVIES - ['GLADIATOR', 'HER', 'JOKER', 'SIGNS']
WORDS STARTING WITH MUSIC GENRES - ['POPCORN', 'RAPTURE', 'ROCKETRY', 'SOULMATE']"
"FATHOM, CLUB, SHED, YARD, LOUNGE, BAR, SAMPLE, GARAGE, CLEARANCE, FOOT, DROP, BAKE, DISCO, DITCH, LOSE, LEAGUE","[['BAR', 'CLUB', 'DISCO', 'LOUNGE'], ['DITCH', 'DROP', 'LOSE', 'SHED'], ['FATHOM', 'FOOT', 'LEAGUE', 'YARD'], ['BAKE', 'CLEARANCE', 'GARAGE', 'SAMPLE']]","NIGHTSPOTS - ['BAR', 'CLUB', 'DISCO', 'LOUNGE']
CAST OFF - ['DITCH', 'DROP', 'LOSE', 'SHED']
UNITS OF LENGTH - ['FATHOM', 'FOOT', 'LEAGUE', 'YARD']
___ SALE - ['BAKE', 'CLEARANCE', 'GARAGE', 'SAMPLE']"
"CYLINDER, RELISH, HURTS, WELL, SPRING, TUMBLER, OM, LOVE, UM, FANCY, LITERALLY, SAVOR, LIKE, CARROT, JEWEL, PIN","[['FANCY', 'LOVE', 'RELISH', 'SAVOR'], ['LIKE', 'LITERALLY', 'UM', 'WELL'], ['CYLINDER', 'PIN', 'SPRING', 'TUMBLER'], ['CARROT', 'HURTS', 'JEWEL', 'OM']]","ENJOY - ['FANCY', 'LOVE', 'RELISH', 'SAVOR']
FILLER WORDS - ['LIKE', 'LITERALLY', 'UM', 'WELL']
COMPONENTS OF A LOCK - ['CYLINDER', 'PIN', 'SPRING', 'TUMBLER']
HOMOPHONES OF UNITS OF MEASURE - ['CARROT', 'HURTS', 'JEWEL', 'OM']"
"RETURN, PLAIN, BENEFIT, PRODUCE, EGG, WERE, MUM, ACT, REWARD, FRANK, EVERYTHING, VAMP, POPPY, FRUIT, WRITE, DIRECT","[['BENEFIT', 'FRUIT', 'RETURN', 'REWARD'], ['EGG', 'EVERYTHING', 'PLAIN', 'POPPY'], ['ACT', 'DIRECT', 'PRODUCE', 'WRITE'], ['FRANK', 'MUM', 'VAMP', 'WERE']]","SOMETHING GAINED FROM HARD WORK - ['BENEFIT', 'FRUIT', 'RETURN', 'REWARD']
KINDS OF BAGELS - ['EGG', 'EVERYTHING', 'PLAIN', 'POPPY']
CONTRIBUTE TO A MOVIE - ['ACT', 'DIRECT', 'PRODUCE', 'WRITE']
STARTS OF MONSTERS - ['FRANK', 'MUM', 'VAMP', 'WERE']"
"MAGICIAN, HANDFUL, MANY, FEW, JOIN, SEVERAL, COUPLE, LOVERS, TIE, PAIN, SOME, FOOL, LINK, BOTHER, TOWER, PEST","[['COUPLE', 'JOIN', 'LINK', 'TIE'], ['BOTHER', 'HANDFUL', 'PAIN', 'PEST'], ['FEW', 'MANY', 'SEVERAL', 'SOME'], ['FOOL', 'LOVERS', 'MAGICIAN', 'TOWER']]","CONNECT - ['COUPLE', 'JOIN', 'LINK', 'TIE']
NUISANCE - ['BOTHER', 'HANDFUL', 'PAIN', 'PEST']
QUANTITY WORDS - ['FEW', 'MANY', 'SEVERAL', 'SOME']
TAROT CARDS, WITH “THE” - ['FOOL', 'LOVERS', 'MAGICIAN', 'TOWER']"
"TRAP, BOB, CHOPS, BUN, ROLL, DRINKS, YAP, SNAP, HERO, FUNDING, CLAP, KISSER, APPLAUSE, WRAP, TAP, GOLF","[['BUN', 'HERO', 'ROLL', 'WRAP'], ['CHOPS', 'KISSER', 'TRAP', 'YAP'], ['BOB', 'CLAP', 'SNAP', 'TAP'], ['APPLAUSE', 'DRINKS', 'FUNDING', 'GOLF']]","DELI BREAD OPTIONS - ['BUN', 'HERO', 'ROLL', 'WRAP']
SLANG FOR MOUTH - ['CHOPS', 'KISSER', 'TRAP', 'YAP']
KEEP RHYTHM WITH MUSIC - ['BOB', 'CLAP', 'SNAP', 'TAP']
ROUND OF ___ - ['APPLAUSE', 'DRINKS', 'FUNDING', 'GOLF']"
"BIRD, SPLASH, ROSE, MUD, DROP, CREAM, BEST, SPONGE, PICK, CHERRY, BRICK, BUBBLE, TOP, SPOT, SPRINKLE, RUBY","[['BRICK', 'CHERRY', 'ROSE', 'RUBY'], ['DROP', 'SPLASH', 'SPOT', 'SPRINKLE'], ['BEST', 'CREAM', 'PICK', 'TOP'], ['BIRD', 'BUBBLE', 'MUD', 'SPONGE']]","SHADES OF RED - ['BRICK', 'CHERRY', 'ROSE', 'RUBY']
LITTLE BIT OF A BEVERAGE - ['DROP', 'SPLASH', 'SPOT', 'SPRINKLE']
CHOICEST - ['BEST', 'CREAM', 'PICK', 'TOP']
___ BATH - ['BIRD', 'BUBBLE', 'MUD', 'SPONGE']"
"PERIOD, VENOM, BILL, TIME, EGG, STRETCH, CAP, SPELL, FUR, CORK, CURB, TAB, LID, LIMIT, CHECK, CONTAIN","[['CAP', 'CORK', 'LID', 'TAB'], ['PERIOD', 'SPELL', 'STRETCH', 'TIME'], ['CHECK', 'CONTAIN', 'CURB', 'LIMIT'], ['BILL', 'EGG', 'FUR', 'VENOM']]","CONTAINER CLOSURES - ['CAP', 'CORK', 'LID', 'TAB']
DURATION - ['PERIOD', 'SPELL', 'STRETCH', 'TIME']
REGULATE - ['CHECK', 'CONTAIN', 'CURB', 'LIMIT']
TRADEMARKS OF A PLATYPUS - ['BILL', 'EGG', 'FUR', 'VENOM']"
"RECORD, COLLAR, NERVE, PLANT, GLOBE, CAROUSEL, FERRY, BRASS, GALL, NICKS, MERCURY, HALTER, HARNESS, TOP, CHEEK, LEAD","[['BRASS', 'CHEEK', 'GALL', 'NERVE'], ['COLLAR', 'HALTER', 'HARNESS', 'LEAD'], ['CAROUSEL', 'GLOBE', 'RECORD', 'TOP'], ['FERRY', 'MERCURY', 'NICKS', 'PLANT']]","CHUTZPAH - ['BRASS', 'CHEEK', 'GALL', 'NERVE']
ACCESSORIES FOR DOG WALKING - ['COLLAR', 'HALTER', 'HARNESS', 'LEAD']
THINGS THAT SPIN - ['CAROUSEL', 'GLOBE', 'RECORD', 'TOP']
LEAD SINGERS OF ’70S ROCK BANDS - ['FERRY', 'MERCURY', 'NICKS', 'PLANT']"
"CRACKED, LAMPOON, ONION, SANDWICH, MUSIC, GARLIC, STAR, MAD, SILVER, SUN, LEAD, HEADLINER, PRINCIPAL, MED, CROSS, SODA","[['HEADLINER', 'LEAD', 'PRINCIPAL', 'STAR'], ['CROSS', 'GARLIC', 'SILVER', 'SUN'], ['CRACKED', 'LAMPOON', 'MAD', 'ONION'], ['MED', 'MUSIC', 'SANDWICH', 'SODA']]","ONE WITH TOP BILLING - ['HEADLINER', 'LEAD', 'PRINCIPAL', 'STAR']
VAMPIRE VULNERABILITIES - ['CROSS', 'GARLIC', 'SILVER', 'SUN']
SATIRICAL PUBLICATIONS, FAMILIARLY - ['CRACKED', 'LAMPOON', 'MAD', 'ONION']
CLUB ___ - ['MED', 'MUSIC', 'SANDWICH', 'SODA']"
"LOIN, RIB, SLING, RAM, MAMA, FLANK, LIBRE, OMG, MIA, CHUCK, MULE, ROUND, PIN, KID, NEEDLE, TEASE","[['KID', 'NEEDLE', 'RIB', 'TEASE'], ['CHUCK', 'FLANK', 'LOIN', 'ROUND'], ['MIA', 'OMG', 'PIN', 'RAM'], ['LIBRE', 'MAMA', 'MULE', 'SLING']]","PLAYFULLY POKE FUN AT - ['KID', 'NEEDLE', 'RIB', 'TEASE']
CUTS OF BEEF - ['CHUCK', 'FLANK', 'LOIN', 'ROUND']
ACRONYMS - ['MIA', 'OMG', 'PIN', 'RAM']
COCKTAILS MINUS PLACE NAMES - ['LIBRE', 'MAMA', 'MULE', 'SLING']"
"PIG, HIDE, KATZ, LABEL, BUNNY, DODGE, MAIM, TAG, MARTIAN, COLLECTION, HOP, HARE, BRAND, GREECE, DUCK, LINE","[['BRAND', 'COLLECTION', 'LABEL', 'LINE'], ['DODGE', 'HIDE', 'HOP', 'TAG'], ['BUNNY', 'DUCK', 'MARTIAN', 'PIG'], ['GREECE', 'HARE', 'KATZ', 'MAIM']]","FASHION DESIGNER'S OUTPUT - ['BRAND', 'COLLECTION', 'LABEL', 'LINE']
PLAYGROUND VERBS - ['DODGE', 'HIDE', 'HOP', 'TAG']
LOONEY TUNES FIGURES - ['BUNNY', 'DUCK', 'MARTIAN', 'PIG']
HOMOPHONES OF MUSICALS - ['GREECE', 'HARE', 'KATZ', 'MAIM']"
"JIM, DINE, OUTLINE, FEAST, ELLA, SUS, SHADY, YO, PICKINGS, SKETCH, SUP, FEED, FIT, DRAFT, PLAN, ME","[['DRAFT', 'OUTLINE', 'PLAN', 'SKETCH'], ['DINE', 'FEAST', 'FEED', 'SUP'], ['ELLA', 'ME', 'SUS', 'YO'], ['FIT', 'JIM', 'PICKINGS', 'SHADY']]","EARLY ITERATION - ['DRAFT', 'OUTLINE', 'PLAN', 'SKETCH']
ENJOY A MEAL - ['DINE', 'FEAST', 'FEED', 'SUP']
SPANISH PRONOUNS - ['ELLA', 'ME', 'SUS', 'YO']
SLIM ___ - ['FIT', 'JIM', 'PICKINGS', 'SHADY']"
"AURA, DIRECT, PRAIRIE, PLAIN, HODA, BUCK, FRANK, BILL, STRAIGHT, OPEN, MEASURE, SAVANNA, ACT, DOGE, RESOLUTION, MEADOW","[['ACT', 'BILL', 'MEASURE', 'RESOLUTION'], ['MEADOW', 'PLAIN', 'PRAIRIE', 'SAVANNA'], ['DIRECT', 'FRANK', 'OPEN', 'STRAIGHT'], ['AURA', 'BUCK', 'DOGE', 'HODA']]","BIT OF LEGISLATION - ['ACT', 'BILL', 'MEASURE', 'RESOLUTION']
GRASSLAND - ['MEADOW', 'PLAIN', 'PRAIRIE', 'SAVANNA']
FORTHRIGHT - ['DIRECT', 'FRANK', 'OPEN', 'STRAIGHT']
CAR COMPANIES MINUS LETTER - ['AURA', 'BUCK', 'DOGE', 'HODA']"
"ICE, SAIL, SECURE, PIC, BREEZE, SNAP, CINCH, THROW, STILL, GLIDE, COAST, WET, SECURITY, LOCK, PICNIC, SHOT","[['PIC', 'SHOT', 'SNAP', 'STILL'], ['CINCH', 'ICE', 'LOCK', 'SECURE'], ['BREEZE', 'COAST', 'GLIDE', 'SAIL'], ['PICNIC', 'SECURITY', 'THROW', 'WET']]","PHOTO - ['PIC', 'SHOT', 'SNAP', 'STILL']
ASSURE, AS A VICTORY - ['CINCH', 'ICE', 'LOCK', 'SECURE']
MOVE IN AN EFFORTLESS WAY - ['BREEZE', 'COAST', 'GLIDE', 'SAIL']
___ BLANKET - ['PICNIC', 'SECURITY', 'THROW', 'WET']"
"PITCHER, PONG, VILE, FRUIT, CAN, BASE, BATTER, TEXT, SKULL, MESSAGE, PING, TABLECLOTH, DIRTY, GARDEN, CONTACT, LOW","[['BASE', 'DIRTY', 'LOW', 'VILE'], ['CONTACT', 'MESSAGE', 'PING', 'TEXT'], ['FRUIT', 'PITCHER', 'SKULL', 'TABLECLOTH'], ['BATTER', 'CAN', 'GARDEN', 'PONG']]","CORRUPT - ['BASE', 'DIRTY', 'LOW', 'VILE']
REACH OUT TO - ['CONTACT', 'MESSAGE', 'PING', 'TEXT']
CLASSIC STILL LIFE COMPONENTS - ['FRUIT', 'PITCHER', 'SKULL', 'TABLECLOTH']
BEER ___ - ['BATTER', 'CAN', 'GARDEN', 'PONG']"
"CATFISH, MATTRESS, CATEGORIES, TRAMPOLINE, DOGLEG, TURTLEDOVE, MOUSETRAP, CLOCK, ZAG, HORSEFLY, HAIRPIN, BULLDOG, SWITCHBACK, WEREWOLF, CHARADES, FISHBOWL","[['BULLDOG', 'CATFISH', 'HORSEFLY', 'TURTLEDOVE'], ['DOGLEG', 'HAIRPIN', 'SWITCHBACK', 'ZAG'], ['CATEGORIES', 'CHARADES', 'FISHBOWL', 'WEREWOLF'], ['CLOCK', 'MATTRESS', 'MOUSETRAP', 'TRAMPOLINE']]","ANIMALS WHOSE NAMES ARE TWO ANIMALS - ['BULLDOG', 'CATFISH', 'HORSEFLY', 'TURTLEDOVE']
SHARP TURNS - ['DOGLEG', 'HAIRPIN', 'SWITCHBACK', 'ZAG']
CLASSIC PARTY GAMES - ['CATEGORIES', 'CHARADES', 'FISHBOWL', 'WEREWOLF']
THINGS WITH SPRING/S - ['CLOCK', 'MATTRESS', 'MOUSETRAP', 'TRAMPOLINE']"
"RICH, FLUSH, DICE, STRAIGHT, PAIR, CUBE, LOADED, SQUARE, BURY, MINCE, TRADITIONAL, STUFFY, LEACHY, CURRENT, WEALTHY, CHOP","[['FLUSH', 'LOADED', 'RICH', 'WEALTHY'], ['CHOP', 'CUBE', 'DICE', 'MINCE'], ['SQUARE', 'STRAIGHT', 'STUFFY', 'TRADITIONAL'], ['BURY', 'CURRENT', 'LEACHY', 'PAIR']]","AFFLUENT - ['FLUSH', 'LOADED', 'RICH', 'WEALTHY']
CUT INTO PIECES - ['CHOP', 'CUBE', 'DICE', 'MINCE']
OLD-FASHIONED - ['SQUARE', 'STRAIGHT', 'STUFFY', 'TRADITIONAL']
FRUIT HOMOPHONES - ['BURY', 'CURRENT', 'LEACHY', 'PAIR']"
"TIGHTS, MASK, CAPE, SCOTT, HEX, UNDERWEAR, PAWN, PUPPET, CARPENTER, INSTRUMENT, CHARM, SPELL, BAY, MAGIC, TOOL, WOO","[['CHARM', 'HEX', 'MAGIC', 'SPELL'], ['INSTRUMENT', 'PAWN', 'PUPPET', 'TOOL'], ['CAPE', 'MASK', 'TIGHTS', 'UNDERWEAR'], ['BAY', 'CARPENTER', 'SCOTT', 'WOO']]","SORCERER’S OUTPUT - ['CHARM', 'HEX', 'MAGIC', 'SPELL']
ONE BEING MANIPULATED - ['INSTRUMENT', 'PAWN', 'PUPPET', 'TOOL']
CLASSIC SUPERHERO WEAR - ['CAPE', 'MASK', 'TIGHTS', 'UNDERWEAR']
ACTION MOVIE DIRECTORS - ['BAY', 'CARPENTER', 'SCOTT', 'WOO']"
"BALL, STEAL, MAC, TOUCH, RACK, DEAL, MATCH, PINCH, POCKET, DASH, CUE, BIT, FACE, CHALK, BUY, VALUE","[['BIT', 'DASH', 'PINCH', 'TOUCH'], ['BUY', 'DEAL', 'STEAL', 'VALUE'], ['BALL', 'CHALK', 'CUE', 'RACK'], ['FACE', 'MAC', 'MATCH', 'POCKET']]","SMIDGEN - ['BIT', 'DASH', 'PINCH', 'TOUCH']
BARGAIN - ['BUY', 'DEAL', 'STEAL', 'VALUE']
BILLIARDS EQUIPMENT - ['BALL', 'CHALK', 'CUE', 'RACK']
___BOOK (THAT’S NOT A BOOK) - ['FACE', 'MAC', 'MATCH', 'POCKET']"
"INTERCOMS, BEES, CAFFEINE, SHELLS, AUTO, PEELS, SHUCKS, TOES, PARES, SHOULDERS, GOSSIP, KNEES, WHEELS, WHIP, RIDE, HEAD","[['HEAD', 'KNEES', 'SHOULDERS', 'TOES'], ['AUTO', 'RIDE', 'WHEELS', 'WHIP'], ['PARES', 'PEELS', 'SHELLS', 'SHUCKS'], ['BEES', 'CAFFEINE', 'GOSSIP', 'INTERCOMS']]","BODY PARTS IN “HEAD, SHOULDERS, KNEES AND TOES” - ['HEAD', 'KNEES', 'SHOULDERS', 'TOES']
CAR, INFORMALLY - ['AUTO', 'RIDE', 'WHEELS', 'WHIP']
REMOVES THE COVERING OF - ['PARES', 'PEELS', 'SHELLS', 'SHUCKS']
“BUZZY” THINGS - ['BEES', 'CAFFEINE', 'GOSSIP', 'INTERCOMS']"
"SPORTS, EXPLOIT, CULTURE, DONE, UP, OVER, SUPPER, LEVERAGE, MILK, HIJINKS, YOGURT, THROUGH, CITY, HEYDAY, USE, COPY","[['EXPLOIT', 'LEVERAGE', 'MILK', 'USE'], ['DONE', 'OVER', 'THROUGH', 'UP'], ['CITY', 'COPY', 'CULTURE', 'SPORTS'], ['HEYDAY', 'HIJINKS', 'SUPPER', 'YOGURT']]","TAKE ADVANTAGE OF - ['EXPLOIT', 'LEVERAGE', 'MILK', 'USE']
FINISHED, AS TIME - ['DONE', 'OVER', 'THROUGH', 'UP']
NEWSPAPER DESKS - ['CITY', 'COPY', 'CULTURE', 'SPORTS']
WORDS BEGINNING WITH GREETINGS - ['HEYDAY', 'HIJINKS', 'SUPPER', 'YOGURT']"
